HITId,AssignmentId,WorkerId,WorkTimeInSeconds,Input.Id,Input.Venue,Input.Title,Input.Authors,Input.Cites,Input.Abstract,Answer.DOI,Answer.Methods?,Answer.Primary?,Answer.Quant?,Answer.Read?,Answer.Suggestion,Answer.citation,Answer.paper-link
3M67TQBQQHCNQJAQXZ2X92I4B009AH,3YDTZAI2WY4SL9P8ANIE5D980FM41R,A30M7MYW1BHQN1,532,20551,19,A Critique of Software Defect Prediction Models,"norman e. fenton,martin neil","71","Many organizations want to predict the number of defects (faults) in software systems, before they are deployed, to gauge the likely delivered quality and maintenance effort. To help in this numerous software metrics and statistical models have been developed, with a correspondingly large literature. We provide a critical review of this literature and the state-of-the-art. Most of the wide range of prediction models use size and complexity metrics to predict defects. Others are based on testing data, the ""quality"" of the development process, or take a multivariate approach. The authors of the models have often made heroic contributions to a subject otherwise bereft of empirical studies. However, there are a number of serious theoretical and practical problems in many studies. The models are weak because of their inability to cope with the, as yet, unknown relationship between defects and failures. There are fundamental statistical and data quality problems that undermine model validity. More significantly many prediction models tend to model only part of the underlying problem and seriously misspecify it. To illustrate these points the ""Goldilock's Conjecture,"" that there is an optimum module size, is used to show the considerable problems inherent in current defect prediction approaches. Careful and considered analysis of past and new results shows that the conjecture lacks support and that some models are misleading. We recommend holistic models for software defect prediction, using Bayesian Belief Networks, as alternative approaches to the single-issue models used at present. We also argue for research into a theory of ""software decomposition"" in order to test hypotheses about defect introduction and help construct a better science of software engineering.",10.1109/32.815326,1,2,1,2|3,{},1028,http://ieeexplore.ieee.org/abstract/document/815326/
3MDWE879UHQS9TFI3D2T4D2ATIL9BC,34YB12FSQZC5TE4HYA3DYUUEOLNMGH,A3F9JBVNMQ4ZUV,59,2190,1,Is mutation an appropriate tool for testing experiments,"jamie andrews,lionel c. briand,yvan labiche","61","The empirical assessment of test techniques plays an important role in software testing research. One common practice is to instrument faults, either manually or by using mutation operators. The latter allows the systematic, repeatable seeding of large numbers of faults; however, we do not know whether empirical results obtained this way lead to valid, representative conclusions. This paper investigates this important question based on a number of programs with comprehensive pools of test cases and known faults. It is concluded that, based on the data available thus far, the use of mutation operators is yielding trustworthy results (generated mutants are similar to real faults). Mutants appear however to be different from hand-seeded faults that seem to be harder to detect than real faults.",https://www.st.cs.uni-saarland.de/edu/recommendation-systems/papers/andrews-icse05mutation-1.pdf,1,1,1,2,{},701,http://dl.acm.org/citation.cfm?id=1062530
3MDWE879UHQS9TFI3D2T4D2ATIL9BC,3FIJLY1B6VS50H5ZF6PNXDOXSPSPF3,A3VMJIW0DP7007,1112,2190,1,Is mutation an appropriate tool for testing experiments,"jamie andrews,lionel c. briand,yvan labiche","61","The empirical assessment of test techniques plays an important role in software testing research. One common practice is to instrument faults, either manually or by using mutation operators. The latter allows the systematic, repeatable seeding of large numbers of faults; however, we do not know whether empirical results obtained this way lead to valid, representative conclusions. This paper investigates this important question based on a number of programs with comprehensive pools of test cases and known faults. It is concluded that, based on the data available thus far, the use of mutation operators is yielding trustworthy results (generated mutants are similar to real faults). Mutants appear however to be different from hand-seeded faults that seem to be harder to detect than real faults.",http://ai2-s2-pdfs.s3.amazonaws.com/0922/90a5bf11bff5d4095cbb4d2a9014b58fff37.pdf,1,1,1,2|5,{},185,http://dl.acm.org/citation.cfm?id=1062530
3MDWE879UHQS9TFI3D2T4D2ATIL9BC,3JRJSWSMQI96NE0GMX8A2S0WBOT3EN,AZ72Z7VU6TQCN,92,2190,1,Is mutation an appropriate tool for testing experiments,"jamie andrews,lionel c. briand,yvan labiche","61","The empirical assessment of test techniques plays an important role in software testing research. One common practice is to instrument faults, either manually or by using mutation operators. The latter allows the systematic, repeatable seeding of large numbers of faults; however, we do not know whether empirical results obtained this way lead to valid, representative conclusions. This paper investigates this important question based on a number of programs with comprehensive pools of test cases and known faults. It is concluded that, based on the data available thus far, the use of mutation operators is yielding trustworthy results (generated mutants are similar to real faults). Mutants appear however to be different from hand-seeded faults that seem to be harder to detect than real faults.",doi>10.1145/1062455.1062530,1,1,1,1|2,{},703,http://dl.acm.org/citation.cfm?id=1062530
3ODOP6T3AS8XOA9A3PDRMCOQDKU247,354GIDR5ZCUBFWMPV3RCF50LEBW000,A30M7MYW1BHQN1,370,20605,19,Managerial Use of Metrics for ObjectOriented Software An Exploratory Analysis,"shyam r. chidamber,david p. darcy,chris f. kemerer","45","With the increasing use of object-oriented methods in new software development there is a growing need to both document and improve current practice in object-oriented design and development. In response to this need, a number of researchers have developed various metrics for object-oriented systems as proposed aids to the management of these systems. In this research an analysis of a set of metrics proposed by Chidamber and Kemerer [10] is performed in order to assess their usefulness for practicing managers. First, an informal introduction to the metrics is provided by way of an extended example of their managerial use. Second, exploratory analyses of empirical data relating the metrics to productivity, rework effort, and design effort on three commercial object-oriented systems are provided. The empirical results suggest that the metrics provide significant explanatory power for variations in these economic variables, over and above that provided by traditional measures, such as size in lines of code, and after controlling for the effects of individual developers.",10.1109/32.707698,1,1,1,2|3,{},461,http://ieeexplore.ieee.org/abstract/document/707698/
3ODOP6T3AS8XOA9A3PDRMCOQDKU247,3ERMJ6L4DZGM0LTG57ZJSHHLPH6M7E,A3F9JBVNMQ4ZUV,83,20605,19,Managerial Use of Metrics for ObjectOriented Software An Exploratory Analysis,"shyam r. chidamber,david p. darcy,chris f. kemerer","45","With the increasing use of object-oriented methods in new software development there is a growing need to both document and improve current practice in object-oriented design and development. In response to this need, a number of researchers have developed various metrics for object-oriented systems as proposed aids to the management of these systems. In this research an analysis of a set of metrics proposed by Chidamber and Kemerer [10] is performed in order to assess their usefulness for practicing managers. First, an informal introduction to the metrics is provided by way of an extended example of their managerial use. Second, exploratory analyses of empirical data relating the metrics to productivity, rework effort, and design effort on three commercial object-oriented systems are provided. The empirical results suggest that the metrics provide significant explanatory power for variations in these economic variables, over and above that provided by traditional measures, such as size in lines of code, and after controlling for the effects of individual developers.",https://www.researchgate.net/profile/Chris_Kemerer/publication/3187951_Managerial_use_of_metrics_for_object-oriented_software_An_exploratory_analysis/links/00b7d52cc2081e5752000000.pdf,1,1,1,1|2,{},461,http://ieeexplore.ieee.org/abstract/document/707698/
3ODOP6T3AS8XOA9A3PDRMCOQDKU247,3S0TNUHWKU6NW5SM2JSMNRQMRPB8D0,A1ODVXVCDHOVF1,87,20605,19,Managerial Use of Metrics for ObjectOriented Software An Exploratory Analysis,"shyam r. chidamber,david p. darcy,chris f. kemerer","45","With the increasing use of object-oriented methods in new software development there is a growing need to both document and improve current practice in object-oriented design and development. In response to this need, a number of researchers have developed various metrics for object-oriented systems as proposed aids to the management of these systems. In this research an analysis of a set of metrics proposed by Chidamber and Kemerer [10] is performed in order to assess their usefulness for practicing managers. First, an informal introduction to the metrics is provided by way of an extended example of their managerial use. Second, exploratory analyses of empirical data relating the metrics to productivity, rework effort, and design effort on three commercial object-oriented systems are provided. The empirical results suggest that the metrics provide significant explanatory power for variations in these economic variables, over and above that provided by traditional measures, such as size in lines of code, and after controlling for the effects of individual developers.",10.1109/32.707698,2|3|4,,1,2,{},461,http://ieeexplore.ieee.org/abstract/document/707698/?reload=true
3P458N04Q15OMCXKN0FWJNLO6FYX2G,32SVAV9L3GX3X1J46S6O69A5QZ23AF,A3F9JBVNMQ4ZUV,66,2425,1,Recovering DocumentationtoSourceCode Traceability Links using Latent Semantic Indexing,"andrian marcus,jonathan i. maletic","59","An information retrieval technique, latent semantic indexing, is used to automatically identify traceability links from system documentation to program source code. The results of two experiments to identify links in existing software systems (i.e., the LEDA library, and Albergate) are presented. These results are compared with other similar type experimental results of traceability link identification using different types of information retrieval techniques. The method presented proves to give good results by comparison and additionally it is a low cost, highly flexible method to apply with regards to preprocessing and/or parsing of the source code and documentation.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.446.6049&rep=rep1&type=pdf,1|4,1,,1|2,{},670,http://ieeexplore.ieee.org/abstract/document/1201194/
3P458N04Q15OMCXKN0FWJNLO6FYX2G,33SA9F9TRYI3EC24WHJC7PBT993WEM,A1ODVXVCDHOVF1,108,2425,1,Recovering DocumentationtoSourceCode Traceability Links using Latent Semantic Indexing,"andrian marcus,jonathan i. maletic","59","An information retrieval technique, latent semantic indexing, is used to automatically identify traceability links from system documentation to program source code. The results of two experiments to identify links in existing software systems (i.e., the LEDA library, and Albergate) are presented. These results are compared with other similar type experimental results of traceability link identification using different types of information retrieval techniques. The method presented proves to give good results by comparison and additionally it is a low cost, highly flexible method to apply with regards to preprocessing and/or parsing of the source code and documentation.",10.1109/ICSE.2003.1201194,2|6,2,2,2,{},670,http://ieeexplore.ieee.org/abstract/document/1201194/
3P458N04Q15OMCXKN0FWJNLO6FYX2G,3NXNZ5RS1BL7T1AMGYVENVB1PUC973,AZ72Z7VU6TQCN,60,2425,1,Recovering DocumentationtoSourceCode Traceability Links using Latent Semantic Indexing,"andrian marcus,jonathan i. maletic","59","An information retrieval technique, latent semantic indexing, is used to automatically identify traceability links from system documentation to program source code. The results of two experiments to identify links in existing software systems (i.e., the LEDA library, and Albergate) are presented. These results are compared with other similar type experimental results of traceability link identification using different types of information retrieval techniques. The method presented proves to give good results by comparison and additionally it is a low cost, highly flexible method to apply with regards to preprocessing and/or parsing of the source code and documentation.",DOI: 10.1109/ICSE.2003.1201194,1,1,1,1|2,{},671,http://ieeexplore.ieee.org/abstract/document/1201194/
3PKJ68EHDNKR6IVDPH32FIJBK02JHX,39GXDJN2OU29QMS8T4SGTDWTR5UV8J,A30M7MYW1BHQN1,256,19951,19,Advancing Candidate Link Generation for Requirements Tracing The Study of Methods,"jane huffman hayes,alexander dekhtyar,senthil karthikeyan sundaram","47","This paper addresses the issues related to improving the overall quality of the dynamic candidate link generation for the requirements tracing process for Verification and Validation and Independent Verification and Validation analysts. The contribution of the paper is four-fold: We define goals for a tracing tool based on analyst responsibilities in the tracing process, we introduce several new measures for validating that the goals have been satisfied, we implement analyst feedback in the tracing process, and we present a prototype tool that we built, RETRO (REquirements TRacing On-target), to address these goals. We also present the results of a study used to assess RETRO's support of goals and goal elements that can be measured objectively.",10.1109/TSE.2006.3,1,1,1,2|4,{},411,http://ieeexplore.ieee.org/abstract/document/1583599/
3PKJ68EHDNKR6IVDPH32FIJBK02JHX,3HL8HNGX46PK8UPSYHTQBNOIN4I9F2,A3NH3P6J90AFZC,779,19951,19,Advancing Candidate Link Generation for Requirements Tracing The Study of Methods,"jane huffman hayes,alexander dekhtyar,senthil karthikeyan sundaram","47","This paper addresses the issues related to improving the overall quality of the dynamic candidate link generation for the requirements tracing process for Verification and Validation and Independent Verification and Validation analysts. The contribution of the paper is four-fold: We define goals for a tracing tool based on analyst responsibilities in the tracing process, we introduce several new measures for validating that the goals have been satisfied, we implement analyst feedback in the tracing process, and we present a prototype tool that we built, RETRO (REquirements TRacing On-target), to address these goals. We also present the results of a study used to assess RETRO's support of goals and goal elements that can be measured objectively.",10.1109/TSE.2006.3,3|4,1,3,5,{},411,http://ieeexplore.ieee.org/abstract/document/1583599/
3PKJ68EHDNKR6IVDPH32FIJBK02JHX,3VHP9MDGRO8M6SWVA13HDDPQTSJFCT,A3F9JBVNMQ4ZUV,49,19951,19,Advancing Candidate Link Generation for Requirements Tracing The Study of Methods,"jane huffman hayes,alexander dekhtyar,senthil karthikeyan sundaram","47","This paper addresses the issues related to improving the overall quality of the dynamic candidate link generation for the requirements tracing process for Verification and Validation and Independent Verification and Validation analysts. The contribution of the paper is four-fold: We define goals for a tracing tool based on analyst responsibilities in the tracing process, we introduce several new measures for validating that the goals have been satisfied, we implement analyst feedback in the tracing process, and we present a prototype tool that we built, RETRO (REquirements TRacing On-target), to address these goals. We also present the results of a study used to assess RETRO's support of goals and goal elements that can be measured objectively.",http://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1099&context=csse_fac,1,1,1,1|2,{},411,http://ieeexplore.ieee.org/abstract/document/1583599/
3QGHA0EA0JO3LPSQWOCLIXALRJ6BW4,3018Q3ZVOJEVG346HI7KO7DLWONRAY,AZ72Z7VU6TQCN,66,23956,20,People Organizations and Process Improvement,"dewayne e. perry,nancy a. staudenmayer,lawrence g. votta","57","In their efforts to determine how technology affects the software development process, researchers often overlook organizational and social issues. The authors report on two experiments to discover how developers spend their time. They describe how noncoding activities can use up development time and how even a reluctance to use e-mail can influence the development process. The first experiment was to see how programmers thought they spent their time by having them fill out a modified time card reporting their activities, which we called a time diary. In the second experiment, we used direct observation to calibrate and validate the use of time diaries, which helped us evaluate how time was actually being used.",DOI: 10.1109/52.300082,1,1,1,1|2,{},402,http://ieeexplore.ieee.org/abstract/document/300082/
3QGHA0EA0JO3LPSQWOCLIXALRJ6BW4,36V4Q8R5ZLOW63YV168PS8YGU8HQM1,A1665VCUSZL9YT,407,23956,20,People Organizations and Process Improvement,"dewayne e. perry,nancy a. staudenmayer,lawrence g. votta","57","In their efforts to determine how technology affects the software development process, researchers often overlook organizational and social issues. The authors report on two experiments to discover how developers spend their time. They describe how noncoding activities can use up development time and how even a reluctance to use e-mail can influence the development process. The first experiment was to see how programmers thought they spent their time by having them fill out a modified time card reporting their activities, which we called a time diary. In the second experiment, we used direct observation to calibrate and validate the use of time diaries, which helped us evaluate how time was actually being used.",https://doi.org/10.1109/52.300082,1,1,1,1|2,{},111,http://dl.acm.org/citation.cfm?id=182392
3QGHA0EA0JO3LPSQWOCLIXALRJ6BW4,3IOEN3P9S8760WTMTBBT2BTMWWG61I,A3F9JBVNMQ4ZUV,106,23956,20,People Organizations and Process Improvement,"dewayne e. perry,nancy a. staudenmayer,lawrence g. votta","57","In their efforts to determine how technology affects the software development process, researchers often overlook organizational and social issues. The authors report on two experiments to discover how developers spend their time. They describe how noncoding activities can use up development time and how even a reluctance to use e-mail can influence the development process. The first experiment was to see how programmers thought they spent their time by having them fill out a modified time card reporting their activities, which we called a time diary. In the second experiment, we used direct observation to calibrate and validate the use of time diaries, which helped us evaluate how time was actually being used.",http://users.ece.utexas.edu/~perry/work/papers/DP-94-sw.pdf,3,1,2,2|4,{},401,http://ieeexplore.ieee.org/abstract/document/300082/
3QO7EE372OBY1SW4KFDFQ8SZ3IPBQ0,317HQ483I8GP7NVC0ZIGWLWU8PVIND,A1ODVXVCDHOVF1,87,20693,19,Estimating Software Project Effort Using Analogies,"martin j. shepperd,christopher j. schofield","79","Accurate project effort prediction is an important goal for the software engineering community. To date most work has focused upon building algorithmic models of effort, for example COCOMO. These can be calibrated to local environments. We describe an alternative approach to estimation based upon the use of analogies. The underlying principle is to characterize projects in terms of features (for example, the number of interfaces, the development method or the size of the functional requirements document). Completed projects are stored and then the problem becomes one of finding the most similar projects to the one for which a prediction is required. Similarity is defined as Euclidean distance in n-dimensional space where n is the number of project features. Each dimension is standardized so all dimensions have equal weight. The known effort values of the nearest neighbors to the new project are then used as the basis for the prediction. The process is automated using a PC-based tool known as ANGEL. The method is validated on nine different industrial datasets (a total of 275 projects) and in all cases analogy outperforms algorithmic models based upon stepwise regression. From this work we argue that estimation by analogy is a viable technique that, at the very least, can be used by project managers to complement current estimation techniques.",10.1109/32.637387,3|4,1,2,1|2,{},953,http://ieeexplore.ieee.org/abstract/document/637387/
3QO7EE372OBY1SW4KFDFQ8SZ3IPBQ0,33CID57105HKTKA83JVEFNQGKBKL3Y,A1665VCUSZL9YT,269,20693,19,Estimating Software Project Effort Using Analogies,"martin j. shepperd,christopher j. schofield","79","Accurate project effort prediction is an important goal for the software engineering community. To date most work has focused upon building algorithmic models of effort, for example COCOMO. These can be calibrated to local environments. We describe an alternative approach to estimation based upon the use of analogies. The underlying principle is to characterize projects in terms of features (for example, the number of interfaces, the development method or the size of the functional requirements document). Completed projects are stored and then the problem becomes one of finding the most similar projects to the one for which a prediction is required. Similarity is defined as Euclidean distance in n-dimensional space where n is the number of project features. Each dimension is standardized so all dimensions have equal weight. The known effort values of the nearest neighbors to the new project are then used as the basis for the prediction. The process is automated using a PC-based tool known as ANGEL. The method is validated on nine different industrial datasets (a total of 275 projects) and in all cases analogy outperforms algorithmic models based upon stepwise regression. From this work we argue that estimation by analogy is a viable technique that, at the very least, can be used by project managers to complement current estimation techniques.",https://doi.org/10.1109/32.637387,1,1,2,1|2,{},221,http://dl.acm.org/citation.cfm?id=269863
3QO7EE372OBY1SW4KFDFQ8SZ3IPBQ0,3ZPBJO59KQPGPGTF5NMS04JLU64DHJ,A3F9JBVNMQ4ZUV,80,20693,19,Estimating Software Project Effort Using Analogies,"martin j. shepperd,christopher j. schofield","79","Accurate project effort prediction is an important goal for the software engineering community. To date most work has focused upon building algorithmic models of effort, for example COCOMO. These can be calibrated to local environments. We describe an alternative approach to estimation based upon the use of analogies. The underlying principle is to characterize projects in terms of features (for example, the number of interfaces, the development method or the size of the functional requirements document). Completed projects are stored and then the problem becomes one of finding the most similar projects to the one for which a prediction is required. Similarity is defined as Euclidean distance in n-dimensional space where n is the number of project features. Each dimension is standardized so all dimensions have equal weight. The known effort values of the nearest neighbors to the new project are then used as the basis for the prediction. The process is automated using a PC-based tool known as ANGEL. The method is validated on nine different industrial datasets (a total of 275 projects) and in all cases analogy outperforms algorithmic models based upon stepwise regression. From this work we argue that estimation by analogy is a viable technique that, at the very least, can be used by project managers to complement current estimation techniques.",http://dspace.brunel.ac.uk/bitstream/2438/1101/3/Estimating%20Software%201997.pdf,1|4,1,1,1|2,{},953,http://ieeexplore.ieee.org/abstract/document/637387/
3QXFBUZ4ZK4MK2BWHAPY1KGLMGNGUR,3ITXP059PX7IIB7NQDK27GL0843SJO,A1ODVXVCDHOVF1,74,20140,19,Predicting Source Code Changes by Mining Change History,"annie t. t. ying,gail c. murphy,raymond t. ng,mark chu-carroll","62","Software developers are often faced with modification tasks that involve source which is spread across a code base. Some dependencies between source code, such as those between source code written in different languages, are difficult to determine using existing static and dynamic analyses. To augment existing analyses and to help developers identify relevant source code during a modification task, we have developed an approach that applies data mining techniques to determine change patternssets of files that were changed together frequently in the pastfrom the change history of the code base. Our hypothesis is that the change patterns can be used to recommend potentially relevant source code to a developer performing a modification task. We show that this approach can reveal valuable dependencies by applying the approach to the Eclipse and Mozilla open source projects and by evaluating the predictability and interestingness of the recommendations produced for actual modification tasks on these systems.",10.1109/TSE.2004.52,4,1,1,2,{},486,http://ieeexplore.ieee.org/abstract/document/1324645/
3QXFBUZ4ZK4MK2BWHAPY1KGLMGNGUR,3QBD8R3Z227DH1W9GPGPH9MGTN44OG,AZ72Z7VU6TQCN,331,20140,19,Predicting Source Code Changes by Mining Change History,"annie t. t. ying,gail c. murphy,raymond t. ng,mark chu-carroll","62","Software developers are often faced with modification tasks that involve source which is spread across a code base. Some dependencies between source code, such as those between source code written in different languages, are difficult to determine using existing static and dynamic analyses. To augment existing analyses and to help developers identify relevant source code during a modification task, we have developed an approach that applies data mining techniques to determine change patternssets of files that were changed together frequently in the pastfrom the change history of the code base. Our hypothesis is that the change patterns can be used to recommend potentially relevant source code to a developer performing a modification task. We show that this approach can reveal valuable dependencies by applying the approach to the Eclipse and Mozilla open source projects and by evaluating the predictability and interestingness of the recommendations produced for actual modification tasks on these systems.",DOI: 10.1109/TSE.2004.52,1,1,1,1|2,{},194,http://ieeexplore.ieee.org/abstract/document/1324645/
3QXFBUZ4ZK4MK2BWHAPY1KGLMGNGUR,3QEMNNSB2YNJWRN3SE0G9RURG36D7F,A3F9JBVNMQ4ZUV,142,20140,19,Predicting Source Code Changes by Mining Change History,"annie t. t. ying,gail c. murphy,raymond t. ng,mark chu-carroll","62","Software developers are often faced with modification tasks that involve source which is spread across a code base. Some dependencies between source code, such as those between source code written in different languages, are difficult to determine using existing static and dynamic analyses. To augment existing analyses and to help developers identify relevant source code during a modification task, we have developed an approach that applies data mining techniques to determine change patternssets of files that were changed together frequently in the pastfrom the change history of the code base. Our hypothesis is that the change patterns can be used to recommend potentially relevant source code to a developer performing a modification task. We show that this approach can reveal valuable dependencies by applying the approach to the Eclipse and Mozilla open source projects and by evaluating the predictability and interestingness of the recommendations produced for actual modification tasks on these systems.",10.1109/TSE.2004.52,1|3,,1,2,{},486,http://ieeexplore.ieee.org/abstract/document/1324645/
3R4QIDVOJP07BSIJLFK5XZ96NCEEER,3ON104KXQLKLMA5B7B7ZY3Z2WHU4W3,A3F9JBVNMQ4ZUV,87,2161,1,Using structural context to recommend source code examples,"reid holmes,gail c. murphy","48","When coding to a framework, developers often become stuck, unsure of which class to subclass, which objects to instantiate and which methods to call. Example code that demonstrates the use of the framework can help developers make progress on their task. In this paper, we describe an approach for locating relevant code in an example repository that is based on heuristically matching the structure of the code under development to the example code. Our tool improves on existing approaches in two ways. First, the structural context needed to query the repository is extracted automatically from the code, freeing the developer from learning a query language or from writing their code in a particular style. Second, the repository can be generated easily from existing applications. We demonstrate the utility of this approach by reporting on a case study involving two subjects completing four programming tasks within the Eclipse integrated development environment framework.",https://open.library.ubc.ca/cIRcle/collections/ubctheses/831/items/1.0103854,1,1,1,1|2,{},328,http://ieeexplore.ieee.org/abstract/document/1553554/
3R4QIDVOJP07BSIJLFK5XZ96NCEEER,3W8CV64QJ3N4MQGYT7HQE80V31XH9A,A1665VCUSZL9YT,96,2161,1,Using structural context to recommend source code examples,"reid holmes,gail c. murphy","48","When coding to a framework, developers often become stuck, unsure of which class to subclass, which objects to instantiate and which methods to call. Example code that demonstrates the use of the framework can help developers make progress on their task. In this paper, we describe an approach for locating relevant code in an example repository that is based on heuristically matching the structure of the code under development to the example code. Our tool improves on existing approaches in two ways. First, the structural context needed to query the repository is extracted automatically from the code, freeing the developer from learning a query language or from writing their code in a particular style. Second, the repository can be generated easily from existing applications. We demonstrate the utility of this approach by reporting on a case study involving two subjects completing four programming tasks within the Eclipse integrated development environment framework.",https://doi.org/10.1145/1062455.1062491,1,1,1,1|2,{},134,http://dl.acm.org/citation.cfm?id=1062491
3R4QIDVOJP07BSIJLFK5XZ96NCEEER,3XLBSAQ9Z50MZSSZKWPD0JDU57NZ7G,AZ72Z7VU6TQCN,148,2161,1,Using structural context to recommend source code examples,"reid holmes,gail c. murphy","48","When coding to a framework, developers often become stuck, unsure of which class to subclass, which objects to instantiate and which methods to call. Example code that demonstrates the use of the framework can help developers make progress on their task. In this paper, we describe an approach for locating relevant code in an example repository that is based on heuristically matching the structure of the code under development to the example code. Our tool improves on existing approaches in two ways. First, the structural context needed to query the repository is extracted automatically from the code, freeing the developer from learning a query language or from writing their code in a particular style. Second, the repository can be generated easily from existing applications. We demonstrate the utility of this approach by reporting on a case study involving two subjects completing four programming tasks within the Eclipse integrated development environment framework.",DOI: 10.1109/ICSE.2005.1553554,1|2,1,1,1|2,{},328,http://ieeexplore.ieee.org/abstract/document/1553554/
3R5LWXWHR0WE165RMF0LLRFPGY4GXJ,32ZKVD547GB8GBOWC66K1KUB8HI3B5,A1665VCUSZL9YT,329,10423,9,Software Reflexion Models Bridging the Gap Between Source and HighLevel Models,"gail c. murphy,david notkin,kevin j. sullivan","48",None,https://doi.org/10.1145/222132.222136,1,1,1,1,{},134,http://dl.acm.org/citation.cfm?id=222136
3R5LWXWHR0WE165RMF0LLRFPGY4GXJ,3B1NLC6UG0KBEH1UQQV5FYO9T1APGE,A314XJY8V1YL12,278,10423,9,Software Reflexion Models Bridging the Gap Between Source and HighLevel Models,"gail c. murphy,david notkin,kevin j. sullivan","48",None,https://doi.org/10.1145/222124.222136,1,1,1,1|2,{},551,http://dl.acm.org/citation.cfm?id=222136
3R5LWXWHR0WE165RMF0LLRFPGY4GXJ,3R9WASFE204ZEL752FNPOBQB29DZFI,A3F9JBVNMQ4ZUV,116,10423,9,Software Reflexion Models Bridging the Gap Between Source and HighLevel Models,"gail c. murphy,david notkin,kevin j. sullivan","48",None,http://www.cs.toronto.edu/~gelahi/Ref/Reflexion%20models.pdf,1|3,1,1,1|2,{},551,http://dl.acm.org/citation.cfm?id=222136
3R868ACW4S036156NXO6ICV0OY2GZG,39PAAFCODNOSO6KWW23BK9SG5I8VT1,AZ72Z7VU6TQCN,410,6158,3,An Information Retrieval Approach to Concept Location in Source Code,"andrian marcus,andrey sergeyev,vaclav rajlich,jonathan i. maletic","46","Concept location identifies parts of a software system that implement a specific concept that originates from the problem or the solution domain. Concept location is a very common software engineering activity that directly supports software maintenance and evolution tasks such as incremental change and reverse engineering. This paper addresses the problem of concept location using an advanced information retrieval method, Latent Semantic Indexing (LSI). LSI is used to map concepts expressed in natural language by the programmer to the relevant parts of the source code. Results of a case study on NCSA Mosaic are presented and compared with previously published results of other static methods for concept location.",DOI: 10.1109/WCRE.2004.10,1,1,,1|2,{},403,http://ieeexplore.ieee.org/abstract/document/1374321/
3R868ACW4S036156NXO6ICV0OY2GZG,3KGTPGBS6Y9YRS1J8X9AN0H7RNNU2Y,A3F9JBVNMQ4ZUV,80,6158,3,An Information Retrieval Approach to Concept Location in Source Code,"andrian marcus,andrey sergeyev,vaclav rajlich,jonathan i. maletic","46","Concept location identifies parts of a software system that implement a specific concept that originates from the problem or the solution domain. Concept location is a very common software engineering activity that directly supports software maintenance and evolution tasks such as incremental change and reverse engineering. This paper addresses the problem of concept location using an advanced information retrieval method, Latent Semantic Indexing (LSI). LSI is used to map concepts expressed in natural language by the programmer to the relevant parts of the source code. Results of a case study on NCSA Mosaic are presented and compared with previously published results of other static methods for concept location.",http://www.cs.wayne.edu/~severe/publications/Marcus.WCRE.2004.IRApproach.pdf,3|6,1,1,2,{},403,http://ieeexplore.ieee.org/abstract/document/1374321/
3RDTX9JRTYP57HCSQWQDZBGEASU97Q,337RC3OW06Q45TCRNT1KYIIZBU3VLT,AODCUPR89IMXP,503,30258,26,When do changes induce fixes,"jacek sliwerski,thomas zimmermann 0001,andreas zeller","90","As a software system evolves, programmers make changes that sometimes cause problems. We analyze CVS archives for fix-inducing changes---changes that lead to problems, indicated by fixes. We show how to automatically locate fix-inducing changes by linking a version archive (such as CVS) to a bug database (such as BUGZILLA). In a first investigation of the MOZILLA and ECLIPSE history, it turns out that fix-inducing changes show distinct patterns with respect to their size and the day of week they were applied.",DOI: 10.1145/1083142.1083147,4,2,2,2,This is my first hit still trying to figure it all out and i can't access the whole article without signing up with there site.,177,http://dl.acm.org/citation.cfm?id=1083147
3RDTX9JRTYP57HCSQWQDZBGEASU97Q,3BWI6RSP7HXOOX13O9B0F9CCGFLE7N,A3F9JBVNMQ4ZUV,59,30258,26,When do changes induce fixes,"jacek sliwerski,thomas zimmermann 0001,andreas zeller","90","As a software system evolves, programmers make changes that sometimes cause problems. We analyze CVS archives for fix-inducing changes---changes that lead to problems, indicated by fixes. We show how to automatically locate fix-inducing changes by linking a version archive (such as CVS) to a bug database (such as BUGZILLA). In a first investigation of the MOZILLA and ECLIPSE history, it turns out that fix-inducing changes show distinct patterns with respect to their size and the day of week they were applied.",http://2005.msrconf.org/MSR2005ProceedingsFINAL_ACM.pdf#page=34,1|4,1,1,2,{},543,http://dl.acm.org/citation.cfm?id=1083147
